    EventNumber         parName  parEnergy (MeV)        parWeight       pos_x (cm)       pos_y (cm)       pos_z (cm)               ux               uy               uz
          66664         neutron          2.12382       0.00011618        0.0193682        0.0162863        -0.151684           0.7371         -0.63765        -0.223799
          67164         neutron          1.23022      1.53266e-08        0.0035188        0.0257698         0.501167         0.366906         0.869283         -0.33125
          67630         neutron          2.12918      0.000100964         0.013975        -0.020736        -0.884107        0.0344001         0.485555         0.873529
          68256         neutron          1.36747      0.000123172      0.000387016        -0.025819         0.267243          0.69974       -0.0375274         0.713412
          70469         neutron           3.3638      0.000118031     -0.000621073        0.0253058         0.959376        0.0124789         0.551355         0.834177
          71511         neutron          2.27037      0.000133649        0.0256393      -0.00326202         0.851498         0.670181         0.168801         0.722748
          71517         neutron          2.07226      0.000119138       -0.0187428        0.0175315        -0.865458        0.0576162        -0.980807         0.186272
          73680         neutron          2.14261      0.000145041       -0.0235377       -0.0119342        -0.909429       -0.0565631         0.520178        -0.852183
          74108         neutron         0.407601      0.000100105       0.00286338       0.00858726         0.902404         0.159198          0.81888         0.551445
          74728         neutron          1.06979      0.000120356        -0.013722         0.021334        -0.186209        -0.105523         0.916563         0.385717
          78316           gamma            5.433      0.000101584       0.00675888        0.0120617        -0.828757        -0.374373         0.639045         0.671912
          78371         neutron         0.661228      0.000135944        0.0248373      -0.00493965         0.882629        -0.836435         0.110583         0.536794
          78666         neutron          0.72259       0.00012036        0.0228464       -0.0118706        0.0897054         0.209449         0.913333         0.349219
          79502         neutron         0.244821      0.000100621      -0.00117951       -0.0135672         0.982897         0.815972         0.218193        -0.535333
          81622         neutron           1.2385      0.000136749       0.00610146       -0.0252548         0.160369        -0.904082        -0.195976        -0.379776
          82118         neutron          3.02183      0.000101954       0.00562153        0.0243652        -0.240457        -0.224746         0.889944         -0.39685
          84153         neutron          1.98284      0.000121141       0.00791187        0.0238363        -0.819163        -0.779243         0.379519        -0.498743
          85838         neutron          1.09881      0.000103087       -0.0186171       -0.0167541        -0.373999         0.396335         0.672767        -0.624743
