    EventNumber         parName  parEnergy (MeV)        parWeight       pos_x (cm)       pos_y (cm)       pos_z (cm)               ux               uy               uz
         133608         neutron         0.287203      0.000100523         -2.14865        -0.254399        0.0446011       -0.0964058        -0.464213        -0.880461
         133608           gamma          3.15263      0.000100523         -2.14865        -0.254399        0.0446011         0.283651        -0.117362         0.951719
         134561           gamma         0.462629      0.000100131        -0.587211         -1.95558        0.0357884         0.318984        -0.251651          0.91374
         134827           gamma          2.98941      0.000100284          1.00677          1.00156        0.0378954         0.431936        -0.853721        -0.290847
         137761           gamma          1.57672      0.000100284          2.23633         -2.47204        0.0155204        -0.933672        -0.147346        -0.326412
         137761           gamma         0.741267      0.000100284          2.23633         -2.47204        0.0155204         0.556932        -0.706473        -0.436717
         137761           gamma          0.41485      0.000100284          2.23633         -2.47204        0.0155204         0.283964        -0.883209        -0.373238
         137761           gamma         0.864749      0.000100284          2.23633         -2.47204        0.0155204         0.379734         0.904578        -0.193753
         138130           gamma         0.930372      0.000100017         -0.78344           2.4934        0.0326349         -0.81706       -0.0468658         0.574645
         139603           gamma          1.05622      0.000100161        -0.499625         -1.71369          0.04538        -0.362256        -0.877115         0.315342
         139603           gamma         0.735588      0.000100161        -0.499625         -1.71369          0.04538        -0.146047        -0.844329        -0.515537
         143033         neutron        0.0135152      0.000100533          1.13326         0.416505         0.029118        -0.538706        -0.776537        -0.326781
         143621           gamma         0.801758      0.000100277          2.34647          1.94335        0.0337854        0.0310248         0.773683        -0.632813
         143621           gamma           0.5829      0.000100277          2.34647          1.94335        0.0337854          -0.8766        -0.069078        -0.476236
         143621           gamma         0.119388      0.000100277          2.34647          1.94335        0.0337854         0.485334        -0.874315       0.00496439
         149180         neutron         0.244422       0.00010063          1.57178           1.2151        0.0152397         0.653698         0.675864         0.340422
         150046           gamma         0.319193      0.000100319          1.68603         -1.97162        0.0437916        -0.279095        -0.148024         0.948786
         150542         neutron         0.240687      0.000100915        -0.541762         0.186168      0.000824356         0.971355       -0.0989953        -0.216031
         150542         neutron         0.401228      0.000100915        -0.541762         0.186168      0.000824356        -0.418138        -0.387219        -0.821719
         150542         neutron         0.852089      0.000100915        -0.541762         0.186168      0.000824356        -0.689849         0.648166         0.322475
         156356         neutron          1.52324      0.000100268         0.277771         0.582074       0.00778625          0.82779         0.550205         0.109717
         160092         neutron          1.15519      0.000100723         -1.95874          1.57908        0.0455825         0.949588        0.0549825        -0.308641
         160092           gamma          2.21773      0.000100723         -1.95874          1.57908        0.0455825         0.789638         -0.51357         0.335733
         160092           gamma         0.926676      0.000100723         -1.95874          1.57908        0.0455825         0.758746       -0.0722462        -0.647368
         164419         neutron        0.0259543      0.000100762         0.119631        -0.639824        0.0240245          0.63062        -0.600521         0.491623
         164419         neutron         0.874309      0.000100762         0.119631        -0.639824        0.0240245          0.94818        -0.210938        -0.237614
         164419           gamma          1.42824      0.000100762         0.119631        -0.639824        0.0240245        -0.211578        -0.894537         0.393749
         164419           gamma         0.435605      0.000100762         0.119631        -0.639824        0.0240245         0.752582         0.591728         0.288925
         164509         neutron          1.67279      0.000100409         -1.89406        -0.831398        0.0128446        -0.571664        -0.578593         0.581747
         164509           gamma         0.685947      0.000100409         -1.89406        -0.831398        0.0128446         0.289817         0.265927        -0.919396
         165251           gamma          2.68165      0.000100018          1.85852         -2.13463       0.00825348        -0.438819         0.528506         0.726718
         168120           gamma          1.54843      0.000100329         -2.14746          2.26382        0.0448185         0.871077         0.422275         0.250816
         168878           gamma           2.0619      0.000100867        -0.831038          1.16636        0.0326524         0.821204        -0.372623         0.432175
         169593         neutron         0.582085      0.000100809        -0.372269         0.612893        0.0241953        -0.707297         -0.22429        -0.670391
         169969         neutron         0.416708      0.000100045          2.09863         -1.42889        0.0183951         -0.20641       -0.0271596         0.978088
         169969         neutron          1.61038      0.000100045          2.09863         -1.42889        0.0183951         0.152906         0.880445         0.448816
         169969         neutron          1.05622      0.000100045          2.09863         -1.42889        0.0183951        -0.257677        -0.583294        -0.770305
         169969         neutron          1.42346      0.000100045          2.09863         -1.42889        0.0183951         0.920672        -0.342735        -0.186803
         170139           gamma         0.840485      0.000100069        -0.422454         0.851531        0.0164007        -0.396492         0.883312         -0.25011
         171891         neutron         0.205778      0.000100277        -0.293086           1.8559        0.0217364        -0.950851        -0.213496        -0.224281
         174562         neutron         0.239449      0.000100199         -1.64676          2.24912        0.0165266        -0.715257      -0.00459732        -0.698847
         174562           gamma          2.63808      0.000100199         -1.64676          2.24912        0.0165266        -0.254901         0.605509        -0.753913
